WOS_ID,Title,Year,Journal,DOI,Split
WOS:001649385700001,Cellular and molecular mechanisms governing coral bleaching: Trends and implications,2025,ONE EARTH,10.1016/j.oneear.2025.101553,Holdout_QA
WOS:001649728600001,Analyzing and predicting patient admissions related to acute heat at the Chemnitz Hospital (Germany),2025,ARCHIVES OF PUBLIC HEALTH,10.1186/s13690-025-01789-9,Holdout_QA
WOS:001649761200001,Complementary Online Learning Network for Probabilistic Load Forecasting Against Extreme Weather,2025,IEEE TRANSACTIONS ON INDUSTRIAL INFORMATICS,10.1109/TII.2025.3641617,Holdout_QA
WOS:001649799800008,"Local Weather Types (LWTs) associated with Urban Heat Islands (UHIs) and hot days in the Grenoble area, France",2025,PLOS ONE,10.1371/journal.pone.0339189,Holdout_QA
WOS:001649808400001,Marine heatwave decimates fire coral populations in the Caribbean,2025,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,10.1073/pnas.2518506122,Holdout_QA
WOS:001650420700001,Climatological assessment of pre-monsoon heatwave days in Bangladesh and their relationship to Indo Pacific circulation anomalies,2025,NATURAL HAZARDS,10.1007/s11069-025-07746-7,Holdout_QA
WOS:001650421100012,The rising threat of lightning in india: mortality and diurnal patterns (2002-2022),2025,NATURAL HAZARDS,10.1007/s11069-025-07884-y,Holdout_QA
WOS:001651044400001,Strong impact of tropical cyclones on the genesis of subsurface marine heatwaves,2025,COMMUNICATIONS EARTH & ENVIRONMENT,10.1038/s43247-025-02992-w,Holdout_QA
WOS:001651044500001,Aerosol emission reductions cause post-2011 rapid warming in the northwestern Pacific,2025,COMMUNICATIONS EARTH & ENVIRONMENT,10.1038/s43247-025-03015-4,Holdout_QA
WOS:001651051800001,"""Vulnerabilities and compound risks of escalating climate disasters in the Brazilian Amazon""",2025,NATURE COMMUNICATIONS,10.1038/s41467-025-66603-0,Holdout_QA
WOS:001651150200005,Sea Surface Temperature and Directional Wave Spectra During the 2023 Marine Heatwave in the North Atlantic,2025,SCIENTIFIC DATA,10.1038/s41597-025-06268-y,Holdout_QA
WOS:001651627600001,Marine heatwave associated Betanodavirus outbreak in wild groupers of the Azores,2025,FRONTIERS IN MARINE SCIENCE,10.3389/fmars.2025.1712250,Holdout_QA
WOS:001651852300001,Three decades of Mediterranean mixed layer depth change: basin trends and regional contrasts,2025,FRONTIERS IN MARINE SCIENCE,10.3389/fmars.2025.1699007,Holdout_QA
WOS:001652520800002,Heatwaves and emergency department utilisation in Queensland: a 10-year retrospective study,2025,BMC HEALTH SERVICES RESEARCH,10.1186/s12913-025-13777-4,Holdout_QA
WOS:001652611700001,"Heat beyond percentiles: exploring preterm birth risks in Santiago, Chile (1991-2019)",2025,INTERNATIONAL ARCHIVES OF OCCUPATIONAL AND ENVIRONMENTAL HEALTH,10.1007/s00420-025-02196-x,Holdout_QA
WOS:001652921200001,Exposure to Heatwaves and High Depressive Symptoms among Older Adults in Mexico,2025,INNOVATION IN AGING,10.1093/geroni/igaf122.4322,Holdout_QA
WOS:001653047600003,Urbanization accelerates lake warming: evidence from China,2025,SCIENCE BULLETIN,10.1016/j.scib.2025.11.028,Holdout_QA
WOS:001653526400014,Latitudinal Range Shift of the Blue Button Jelly (Porpita porpita) in the Bay of Bengal: A Signal of Ecological Imbalance in Coastal Bangladesh,2025,MARINE ECOLOGY-AN EVOLUTIONARY PERSPECTIVE,10.1111/maec.70069,Holdout_QA
WOS:001653956100001,Cool ocean temperatures offer limited protection to a heat-stressed keystone predator during atmospheric heatwaves,2025,MARINE ECOLOGY PROGRESS SERIES,10.3354/meps14980,Holdout_QA
WOS:001653965200009,Mass stranding of octocorals following winter storms in southern Portugal,2025,MARINE ECOLOGY PROGRESS SERIES,10.3354/meps14964,Holdout_QA
WOS:001653978100001,Growth rates of the Critically Endangered fan mussel Pinna nobilis in the Slovenian Sea (northern Adriatic),2025,ENDANGERED SPECIES RESEARCH,10.3354/esr01455,Holdout_QA
WOS:001654826900001,Heatwave attribution,2025,LANCET PLANETARY HEALTH,,Holdout_QA
WOS:001654937700001,Association between extreme weather events and postoperative adverse outcomes: a systematic review,2025,CANADIAN JOURNAL OF ANESTHESIA-JOURNAL CANADIEN D ANESTHESIE,10.1007/s12630-025-03051-w,Holdout_QA
WOS:001655587800001,Short-term focus: phased response of Zostera marina seedlings to the combined stress of marine heatwave and ocean acidification,2025,BMC PLANT BIOLOGY,10.1186/s12870-025-07784-0,Holdout_QA
WOS:001655713800001,Impact of heat exposure on workers' health and safety: a scoping review,2025,OCCUPATIONAL AND ENVIRONMENTAL MEDICINE,10.1136/oemed-2025-110281,Holdout_QA
WOS:001657458600001,Comparative Thermal Tolerance and Tissue-Specific Responses Patterns to Gradual Heat Stress in Reciprocal Cross Hybrids of Acipenser baerii and A. schrenckii,2025,INTERNATIONAL JOURNAL OF MOLECULAR SCIENCES,10.3390/ijms27010132,Holdout_QA
WOS:001657663700001,"Heat Waves and Photovoltaic Performance: Modelling, Sensitivity, and Economic Impacts in Portugal",2025,SUSTAINABILITY,10.3390/su18010289,Holdout_QA
WOS:001657696200001,"Winter Sea-Surface-Temperature Memory in the East/Japan Sea Under the Arctic Oscillation: Time-Integrated Forcing, Coupled Hot Spots, and Predictability Windows",2025,REMOTE SENSING,10.3390/rs18010079,Holdout_QA
WOS:001657707300001,"Land Use and Nature-Based Climate Adaptation in Coastal and Island Regions: A Case Study of Muan and Shinan, South Korea",2025,SUSTAINABILITY,10.3390/su18010380,Holdout_QA
WOS:001657722000001,Urban Sustainability Studies as an Integrated Academic Field: A Systematic Review,2025,SUSTAINABILITY,10.3390/su18010201,Holdout_QA
WOS:001657722200001,Effect of Desert Dust Intrusion on the Detection of Marine Heatwaves,2025,REMOTE SENSING,10.3390/rs18010048,Holdout_QA
WOS:001660871300002,Transcriptome analysis reveals plant hormone signal transduction mechanisms underlying freezing stress responses in Cycas panzhihuaensis,2025,BMC PLANT BIOLOGY,10.1186/s12870-025-07907-7,Holdout_QA
WOS:001660893700002,Early warning system for high temperatures and heat waves: The need for a public health policy in Colombia,2025,BIOMEDICA,10.7705/biomedica.7934,Holdout_QA
WOS:001661610400002,Features and trends of marine heat waves and marine cold spells along the Western Iberian Coast from four decades of satellite data,2025,SCIENTIFIC REPORTS,10.1038/s41598-025-31504-1,Holdout_QA
WOS:001665923700001,Too hot for my bugs: mediterranean heatwave disrupts associated microbiomes in the sponge Petrosia ficiformis,2025,ENVIRONMENTAL MICROBIOME,10.1186/s40793-025-00830-2,Holdout_QA
WOS:001667062000001,Street view-derived city built environment and vulnerability to temperature extremes: a nationally representative population-based cohort study,2025,BMC MEDICINE,10.1186/s12916-025-04585-y,Holdout_QA
WOS:001667087700001,Identifying South African marine protected areas at risk from marine heatwaves and cold-spells,2025,SCIENTIFIC REPORTS,10.1038/s41598-025-32725-0,Holdout_QA
WOS:001668142400010,Global coral genomic vulnerability explains recent reef losses,2025,NATURE COMMUNICATIONS,10.1038/s41467-025-67616-5,Holdout_QA
WOS:001669519900004,Assessing the upper thermal limit constraining the physiological performance of Callinectes sapidus embryogenesis under climate warming scenarios,2025,NEOBIOTA,10.3897/neobiota.102.148122,Holdout_QA
WOS:001669588000002,The association between heatwave exposure and the risk of incident diabetes in middle-aged and older adults: a cohort study based on CHARLS,2025,BMC PUBLIC HEALTH,10.1186/s12889-025-26017-5,Holdout_QA
WOS:001669990100001,Operational Short-Term Forecast of Marine Heatwaves in China's Coastal Seas and Adjacent Offshore Waters,2025,ATMOSPHERE,10.3390/atmos17010056,Holdout_QA
WOS:001670528700001,GEPReS: A Geospatially Enabled Predictive Recommendation System for the Preventive Management of Historical Buildings,2025,ISPRS INTERNATIONAL JOURNAL OF GEO-INFORMATION,10.3390/ijgi15010001,Holdout_QA
WOS:001670582800001,Phenology and Abundance of Migratory and Breeding Populations of Monarch Butterflies in the Pacific Northwest 2012-2024,2025,INSECTS,10.3390/insects17010001,Holdout_QA
WOS:001670583900001,Simulated Heatwaves Affect Development of Two Congeneric Gregarious Larval-Pupal Endoparasitoids,2025,INSECTS,10.3390/insects17010025,Holdout_QA
WOS:001671211600001,The Impacts of Marine Heatwaves on the Spatiotemporal Distribution and Abundance of Japanese Chub Mackerel (Scomber japonicus) in the Northwest Pacific Ocean,2025,FISHES,10.3390/fishes11010013,Holdout_QA
WOS:001671907500001,Fire and the Vulnerability of the Caatinga Biome to Droughts and Heatwaves,2025,ATMOSPHERE,10.3390/atmos17010046,Holdout_QA
WOS:001672029800001,A Perspective on Radiative Cooling Paints: Bridging the Gap Between Optical Optimization and Practical Application,2025,COATINGS,10.3390/coatings16010027,Holdout_QA
WOS:001672299500006,Assessing the Future of Taurus Cedar (Cedrus libani) as a High-Value Timber Species under Climate Uncertainty,2025,BIORESOURCES,10.15376/biores.20.4.10706-10724,Holdout_QA
WOS:001676338400001,Fishing fleets as ecosystem sentinels,2025,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,10.1073/pnas.2516308122,Holdout_QA
WOS:001679462900008,Extreme temperature events reshuffle the ecological landscape of the Southern Ocean,2025,NATURE COMMUNICATIONS,10.1038/s41467-025-68029-0,Holdout_QA
WOS:001696299900011,Contrasting mechanisms of two rapid intensifications in Typhoon Hinnamnor (2022) under marine heatwave conditions,2025,ACTA OCEANOLOGICA SINICA,10.1007/s13131-025-2543-8,Holdout_QA
WOS:001709490900001,More but Smaller: Marine Heatwaves Exacerbate Size Truncation in Overfished Fish Communities in the Skagerrak,2025,ECOLOGY AND EVOLUTION,10.1002/ece3.71404,Holdout_QA
WOS:001714347500013,A summer meridional subsurface temperature dipole mode in the South China Sea,2025,ACTA OCEANOLOGICA SINICA,10.1007/s13131-025-2581-2,Holdout_QA
WOS:001720207100009,RFID TRACKING FOR MONITORING IN-STREAM WOOD MOBILITY IN A SMALL COASTAL MEDITERRANEAN MOUNTAINOUS RIVER: IMPLEMENTATION AND PRELIMINARY RESULTS,2025,VIE ET MILIEU-LIFE AND ENVIRONMENT,,Holdout_QA
WOS:001721585900001,Temporal variation in the association between heatwave and mortality from mental disorders: population-based evidence from a megacity of China,2025,JOURNAL OF GLOBAL HEALTH,10.7189/jogh.15.04231,Holdout_QA
WOS:000740210400001,Effects of spring Tibetan Plateau land temperature anomalies on early summer floods/droughts over the monsoon regions of South East Asia,2024,CLIMATE DYNAMICS,10.1007/s00382-021-06053-8,KG_Construction
WOS:000773229200001,Automated Disaster Monitoring From Social Media Posts Using AI-Based Location Intelligence and Sentiment Analysis,2024,IEEE TRANSACTIONS ON COMPUTATIONAL SOCIAL SYSTEMS,10.1109/TCSS.2022.3157142,KG_Construction
WOS:000989725100001,Investigating the representation of heatwaves from an ensemble of km-scale regional climate simulations within CORDEX-FPS convection,2024,CLIMATE DYNAMICS,10.1007/s00382-023-06769-9,KG_Construction
WOS:001003261800001,Seasonal trends in marine heatwaves highlight vulnerable coastal ecoregions and historic change points in New Zealand,2024,NEW ZEALAND JOURNAL OF MARINE AND FRESHWATER RESEARCH,10.1080/00288330.2023.2218102,KG_Construction
WOS:001014673600001,Guidelines to reduce the effects of urban heat in a changing climate: Green infrastructures and design measures,2024,SUSTAINABLE DEVELOPMENT,10.1002/sd.2646,KG_Construction
WOS:001025254400001,Recurring bleaching events disrupt the spatial properties of coral reef benthic communities across scales,2024,REMOTE SENSING IN ECOLOGY AND CONSERVATION,10.1002/rse2.355,KG_Construction
WOS:001038590600001,An expert review of environmental heat exposure and stillbirth in the face of climate change: Clinical implications and priority issues,2024,BJOG-AN INTERNATIONAL JOURNAL OF OBSTETRICS AND GYNAECOLOGY,10.1111/1471-0528.17622,KG_Construction
WOS:001044841400003,Thermal tolerance of the red alga Gracilaria caudata reveals ecotypes for the Brazilian coast,2024,JOURNAL OF APPLIED PHYCOLOGY,10.1007/s10811-023-03048-2,KG_Construction
WOS:001044859300001,Observed surface and subsurface Marine Heat Waves in the Bay of Bengal from in-situ and high-resolution satellite data,2024,CLIMATE DYNAMICS,10.1007/s00382-023-06913-5,KG_Construction
WOS:001057657100001,Aleutian low/PDO forces a decadal subsurface spiciness propagating mode in the North Pacific,2024,CLIMATE DYNAMICS,10.1007/s00382-023-06938-w,KG_Construction
WOS:001059566200001,Overheating assessment for apartments during average and hot summers in the Nordic climate,2024,BUILDING RESEARCH AND INFORMATION,10.1080/09613218.2023.2253338,KG_Construction
WOS:001060421800001,"Analysis, characterization, prediction, and attribution of extreme atmospheric events with machine learning and deep learning techniques: a review",2024,THEORETICAL AND APPLIED CLIMATOLOGY,10.1007/s00704-023-04571-5,KG_Construction
WOS:001060744300002,Impacts of climate change on dogsledding recreation and tourism in Arctic Sweden,2024,INTERNATIONAL JOURNAL OF BIOMETEOROLOGY,10.1007/s00484-023-02542-z,KG_Construction
WOS:001063798500001,"Heatwaves and physiological discomfort: the strange case of the year 2022 on the 'Kiss Pass' of Portofino Natural Park, Italy",2024,WEATHER,10.1002/wea.4462,KG_Construction
WOS:001064847500001,"Examining the relationship between heatwaves and fatal drowning: a case study from Queensland, Australia",2024,INJURY PREVENTION,10.1136/ip-2023-044938,KG_Construction
WOS:001065820800002,Effects of the urban landscape on heatwave-mortality associations in Hong Kong: comparison of different heatwave definitions,2024,FRONTIERS OF ENVIRONMENTAL SCIENCE & ENGINEERING,10.1007/s11783-024-1771-z,KG_Construction
WOS:001066954500001,Long-term forecast of heatwave incidents in China based on numerical weather prediction,2024,THEORETICAL AND APPLIED CLIMATOLOGY,10.1007/s00704-023-04654-3,KG_Construction
WOS:001069132900001,The relative influence of temperature and ontogeny on groundfish distribution varies across life stages,2024,FISH AND FISHERIES,10.1111/faf.12792,KG_Construction
WOS:001069676600001,A new Monte Carlo Feature Selection (MCFS) algorithm-based weighting scheme for multi-model ensemble of precipitation,2024,THEORETICAL AND APPLIED CLIMATOLOGY,10.1007/s00704-023-04648-1,KG_Construction
WOS:001070118700001,Influence of boreal summer monsoon intraseasonal oscillations on the occurrences of Marine Heatwave events over the North Bay of Bengal,2024,CLIMATE DYNAMICS,10.1007/s00382-023-06945-x,KG_Construction
WOS:001071888000001,Deep Learning-Based analytic framework using comprehensive urbanization index for heat vulnerability assessment in urban areas,2024,EXPERT SYSTEMS WITH APPLICATIONS,10.1016/j.eswa.2023.121140,KG_Construction
WOS:001072227100002,Robustness of climate indices relevant for agriculture in Africa deduced from GCMs and RCMs against reanalysis and gridded observations,2024,CLIMATE DYNAMICS,10.1007/s00382-023-06956-8,KG_Construction
WOS:001072279800001,"Multiscale analysis of drought, heatwaves, and compound events in the Brazilian Pantanal in 2019-2021",2024,THEORETICAL AND APPLIED CLIMATOLOGY,10.1007/s00704-023-04655-2,KG_Construction
WOS:001078084600001,Investigating the typicality of the dynamics leading to extreme temperatures in the IPSL-CM6A-LR model,2024,CLIMATE DYNAMICS,10.1007/s00382-023-06967-5,KG_Construction
WOS:001079450100002,Long-term air temperature trends in North Cyprus,2024,THEORETICAL AND APPLIED CLIMATOLOGY,10.1007/s00704-023-04689-6,KG_Construction
WOS:001081293300001,Coral reef state influences resilience to acute climate-mediated disturbances,2024,GLOBAL ECOLOGY AND BIOGEOGRAPHY,10.1111/geb.13771,KG_Construction
WOS:001085622200001,Countrywide analysis of heat- and cold-related mortality trends in the Czech Republic: growing inequalities under recent climate warming,2024,INTERNATIONAL JOURNAL OF EPIDEMIOLOGY,10.1093/ije/dyad141,KG_Construction
WOS:001087703300001,Contribution Assessment of Northern Hemispheric Atmospheric Circulations to Korean Mid-Summer Surface Warming by the Atmospheric Nudging Experiment,2024,ASIA-PACIFIC JOURNAL OF ATMOSPHERIC SCIENCES,10.1007/s13143-023-00339-z,KG_Construction
WOS:001088021600001,Heatwaves do not limit recovery following defoliation but alter leaf drought tolerance traits,2024,PLANT CELL AND ENVIRONMENT,10.1111/pce.14750,KG_Construction
WOS:001090960600001,Aerial exposure tolerance of juvenile flat oysters (Ostrea angasi) depends on shell length and air temperature,2024,RESTORATION ECOLOGY,10.1111/rec.14047,KG_Construction
WOS:001091348100001,Thermal performance curves identify seasonal and site-specific variation in the development of Ecklonia radiata (Phaeophyceae) gametophytes and sporophytes,2024,JOURNAL OF PHYCOLOGY,10.1111/jpy.13406,KG_Construction
WOS:001095933600001,Detrimental impact of a heatwave on male reproductive behaviour and fertility,2024,ACTA ETHOLOGICA,10.1007/s10211-023-00431-7,KG_Construction
WOS:001096142600001,"Assessment of local adaptation and outbreeding risks in contrasting thermal environments of the giant kelp, Macrocystis pyrifera",2024,JOURNAL OF APPLIED PHYCOLOGY,10.1007/s10811-023-03119-4,KG_Construction
WOS:001096240100001,Postprandial metabolism of Australian hybrid abalone (Haliotis laevigata x H. rubra) in relation to temperature and dietary protein manipulation,2024,AQUACULTURE,10.1016/j.aquaculture.2023.740185,KG_Construction
WOS:001096276900001,Multiscale stability of an intertidal kelp (Postelsia palmaeformis) near its northern range edge through a period of prolonged heatwaves,2024,ANNALS OF BOTANY,10.1093/aob/mcad148,KG_Construction
WOS:001096288700001,Summer compound heatwaves over China: projected changes at different global warming levels and related physical processes,2024,CLIMATE DYNAMICS,10.1007/s00382-023-07001-4,KG_Construction
WOS:001097457400001,"More talk, no action? The link between exposure to extreme weather events, climate change belief and pro-environmental behaviour",2024,EUROPEAN SOCIETIES,10.1080/14616696.2023.2277281,KG_Construction
WOS:001097977600001,"Increase in summertime ambient temperature is associated with decreased sick leave risk in Helsinki, Finland",2024,ENVIRONMENTAL RESEARCH,10.1016/j.envres.2023.117396,KG_Construction
WOS:001098458000001,An empirical review of methods to assess overheating in buildings in the context of changes to extreme heat events,2024,JOURNAL OF BUILDING PERFORMANCE SIMULATION,10.1080/19401493.2023.2276711,KG_Construction
WOS:001099284500001,Trend and interannual variability of the Arabian Sea heat content,2024,JOURNAL OF MARINE SYSTEMS,10.1016/j.jmarsys.2023.103935,KG_Construction
WOS:001099880600001,Intensifying heatwave trends in Iran based on observational data using excess heat factor (EHF),2024,NATURAL HAZARDS,10.1007/s11069-023-06281-7,KG_Construction
WOS:001100864300001,Bark beetle outbreaks in coniferous forests: a review of climate change effects,2024,EUROPEAN JOURNAL OF FOREST RESEARCH,10.1007/s10342-023-01623-3,KG_Construction
WOS:001100920500001,Heatwaves and Dengue Outbreak in Bangladesh After the Pandemic- An Urgent Call for Climate-Driven Early Warning Systems,2024,CLINICAL INFECTIOUS DISEASES,10.1093/cid/ciad625,KG_Construction
WOS:001101953600003,Assessing the impact of climate change on future extreme temperature events in major South African cities,2024,THEORETICAL AND APPLIED CLIMATOLOGY,10.1007/s00704-023-04712-w,KG_Construction
WOS:001102859700001,Compound drought and heat waves variation and association with SST modes across China,2024,SCIENCE OF THE TOTAL ENVIRONMENT,10.1016/j.scitotenv.2023.167934,KG_Construction
WOS:001102915900001,Species-specific coral microbiome assemblages support host bleaching resistance during an extreme marine heatwave,2024,SCIENCE OF THE TOTAL ENVIRONMENT,10.1016/j.scitotenv.2023.167803,KG_Construction
WOS:001104579000002,Planetary health: an imperative for pediatric radiology,2024,PEDIATRIC RADIOLOGY,10.1007/s00247-023-05807-2,KG_Construction
WOS:001104613400001,"WRF-Chem modeling study of heat wave driven ozone over southeast region, India",2024,ENVIRONMENTAL POLLUTION,10.1016/j.envpol.2023.122744,KG_Construction
WOS:001104848200001,Size-dependent thermal limits in Australian hybrid abalone: implications for productivity shifts with ocean warming,2024,REVIEWS IN FISH BIOLOGY AND FISHERIES,10.1007/s11160-023-09812-4,KG_Construction
WOS:001104867400001,Multiperspective view of the 1976 drought-heatwave event and its changing likelihood,2024,QUARTERLY JOURNAL OF THE ROYAL METEOROLOGICAL SOCIETY,10.1002/qj.4594,KG_Construction
WOS:001105756100001,Marine heatwave duration and intensity interact to reduce physiological tipping points of kelp species with contrasting thermal affinities,2024,ANNALS OF BOTANY,10.1093/aob/mcad172,KG_Construction
WOS:001105848800001,Factor analysis of recent major heatwaves in East Asia,2024,GEOSCIENCE FRONTIERS,10.1016/j.gsf.2023.101730,KG_Construction
WOS:001106090700001,"Heatwaves, wildfires and global warming: a call to public health action",2024,JOURNAL OF PUBLIC HEALTH,10.1093/pubmed/fdad242,KG_Construction
WOS:001106106200001,Rapid climate change alters the environment and biological production of the Indian Ocean,2024,SCIENCE OF THE TOTAL ENVIRONMENT,10.1016/j.scitotenv.2023.167342,KG_Construction
WOS:001110057500001,Invisible struggles: WASH insecurity and implications of extreme weather among urban homeless in high-income countries - A systematic scoping review,2024,INTERNATIONAL JOURNAL OF HYGIENE AND ENVIRONMENTAL HEALTH,10.1016/j.ijheh.2023.114285,KG_Construction
WOS:001110164100001,On the role of the Atlantic Meridional Mode in eastern European temperature variability,2024,ATMOSPHERIC RESEARCH,10.1016/j.atmosres.2023.107082,KG_Construction
WOS:001111151800001,Machine learning based parameter sensitivity of regional climate models-a case study of the WRF model for heat extremes over Southeast Australia,2024,ENVIRONMENTAL RESEARCH LETTERS,10.1088/1748-9326/ad0eb0,KG_Construction
WOS:001111704900001,Heat impacts on human health in the Western Pacific Region: an umbrella review,2024,LANCET REGIONAL HEALTH-WESTERN PACIFIC,10.1016/j.lanwpc.2023.100952,KG_Construction
WOS:001111906900001,Tactical urban pocket parks (TUPPs) for subjective and objective multi-domain comfort enhancement,2024,JOURNAL OF ENVIRONMENTAL MANAGEMENT,10.1016/j.jenvman.2023.119447,KG_Construction
WOS:001112301900001,Impacts of heat and drought on the dynamics of water fluxes in a temperate deciduous forest from 2012 to 2020,2024,AGRICULTURAL AND FOREST METEOROLOGY,10.1016/j.agrformet.2023.109791,KG_Construction
WOS:001112312700001,Impacts of record-breaking compound heatwave and drought events in 2022 China on vegetation growth,2024,AGRICULTURAL AND FOREST METEOROLOGY,10.1016/j.agrformet.2023.109799,KG_Construction
WOS:001112726400001,Marine heatwaves as drivers of biological and ecological change: implications of current research patterns and future opportunities,2024,MARINE BIOLOGY,10.1007/s00227-023-04340-y,KG_Construction
WOS:001113147400001,Marine heatwaves in the Great Barrier Reef and Coral Sea: their mechanisms and impacts on shallow and mesophotic coral ecosystems,2024,SCIENCE OF THE TOTAL ENVIRONMENT,10.1016/j.scitotenv.2023.168063,KG_Construction
WOS:001113340700001,Northeast Pacific marine heatwaves associated with high-latitude atmospheric blocking,2024,ENVIRONMENTAL RESEARCH LETTERS,10.1088/1748-9326/ad0e35,KG_Construction
WOS:001113608600001,Tissue-specific transcriptional response of post-larval clownfish to ocean warming,2024,SCIENCE OF THE TOTAL ENVIRONMENT,10.1016/j.scitotenv.2023.168221,KG_Construction
WOS:001113871700001,On the persistence of near-surface temperature dynamics in a warming world,2024,ANNALS OF THE NEW YORK ACADEMY OF SCIENCES,10.1111/nyas.15088,KG_Construction
WOS:001115122900001,"The complexity of heatwaves impact on terrestrial ecosystem carbon fluxes: Factors, mechanisms and a multi-stage analytical approach",2024,ENVIRONMENTAL RESEARCH,10.1016/j.envres.2023.117495,KG_Construction
WOS:001115859600001,Rapid attribution of the record-breaking heatwave event in North China in June 2023 and future risks,2024,ENVIRONMENTAL RESEARCH LETTERS,10.1088/1748-9326/ad0dd9,KG_Construction
WOS:001117696200001,Historical evaluation and future projections of compound heatwave and drought extremes over the conterminous United States in CMIP6,2024,ENVIRONMENTAL RESEARCH LETTERS,10.1088/1748-9326/ad0efe,KG_Construction
WOS:001118488600001,"Mechanisms and modelling approaches for excessive rainfall stress on cereals: Waterlogging, submergence, lodging, pests and diseases",2024,AGRICULTURAL AND FOREST METEOROLOGY,10.1016/j.agrformet.2023.109819,KG_Construction
WOS:001124180400001,Processes Contributing to Bering Sea Temperature Variability in the Late Twentieth and Early Twenty-First Century,2024,JOURNAL OF CLIMATE,10.1175/JCLI-D-23-0331.1,KG_Construction
WOS:001124574500001,Elevated temperature and nutrients lead to increased N2O emissions from salt marsh soils from cold and warm climates,2024,BIOGEOCHEMISTRY,10.1007/s10533-023-01104-0,KG_Construction
WOS:001125601100001,Cool roof strategies for urban thermal resilience to extreme heatwaves in tropical cities,2024,ENERGY AND BUILDINGS,10.1016/j.enbuild.2023.113751,KG_Construction
WOS:001126012400003,Increased Frequency of Sediment Heatwaves in a Virginia Seagrass Meadow,2024,ESTUARIES AND COASTS,10.1007/s12237-023-01314-7,KG_Construction
WOS:001127099400001,Does the spatial configuration of urban parks matter in ameliorating extreme heat?,2024,URBAN CLIMATE,10.1016/j.uclim.2023.101756,KG_Construction
WOS:001127997800001,"Interaction among local flows, UHI, coastal winds, and complex terrain: Effect on urban-scale temperature and building energy consumption during heatwaves",2024,ENERGY AND BUILDINGS,10.1016/j.enbuild.2023.113763,KG_Construction
WOS:001128146200001,Risk classification of low-lying coral reef islands and their exposure to climate threats,2024,SCIENCE OF THE TOTAL ENVIRONMENT,10.1016/j.scitotenv.2023.168787,KG_Construction
WOS:001129424000001,Impact of summer Tibetan Plateau snow cover on the variability of concurrent compound heatwaves in the Northern Hemisphere,2024,ENVIRONMENTAL RESEARCH LETTERS,10.1088/1748-9326/ad1435,KG_Construction
WOS:001129503300001,Nitrogen availability regulates the effects of a simulated marine heatwave on carbon sequestration and phycosphere bacteria of a marine crop,2024,LIMNOLOGY AND OCEANOGRAPHY,10.1002/lno.12487,KG_Construction
WOS:001129938500001,Evaluating long-term and high spatiotemporal resolution of wet-bulb globe temperature through land-use based machine learning model,2024,JOURNAL OF EXPOSURE SCIENCE AND ENVIRONMENTAL EPIDEMIOLOGY,10.1038/s41370-023-00630-1,KG_Construction
WOS:001130328200005,Projected changes in heatwaves and its impact on human discomfort over India due to global warming under the CORDEX-CORE framework,2024,THEORETICAL AND APPLIED CLIMATOLOGY,10.1007/s00704-023-04788-4,KG_Construction
WOS:001132197700001,Annual and decadal surveys of molluscs on intertidal platform reefs in a warming marine environment in the southeastern Indian Ocean provide a baseline for monitoring for future environmental changes,2024,MOLLUSCAN RESEARCH,10.1080/13235818.2023.2295778,KG_Construction
WOS:001132336700001,Heatstroke presentations to urban hospitals during BC's extreme heat event: lessons for the future,2024,CANADIAN JOURNAL OF EMERGENCY MEDICINE,10.1007/s43678-023-00622-y,KG_Construction
WOS:001132456300002,Identifying heat thresholds for South Africa towards the development of a heat-health warning system,2024,INTERNATIONAL JOURNAL OF BIOMETEOROLOGY,10.1007/s00484-023-02596-z,KG_Construction
WOS:001133150300001,"Temporal Assessment of GCM-Driven Hydroclimatic Conditions for the Alberta Oil Sands Region, Canada",2024,JOURNAL OF HYDROMETEOROLOGY,10.1175/JHM-D-23-0051.1,KG_Construction
WOS:001133954400001,Synergies or trade-offs between surface urban heat island and hot extreme: Distinct responses in urban environments,2024,SUSTAINABLE CITIES AND SOCIETY,10.1016/j.scs.2023.105093,KG_Construction
WOS:001134109700001,Short-term effects of heatwaves on clinical and subclinical cardiovascular indicators in Chinese adults: A distributed lag analysis,2024,ENVIRONMENT INTERNATIONAL,10.1016/j.envint.2023.108358,KG_Construction
WOS:001134821900001,Impact of Marine Heatwaves on Air-Sea CO2 Flux Along the US East Coast,2024,GEOPHYSICAL RESEARCH LETTERS,10.1029/2023GL105363,KG_Construction
WOS:001135036400001,"Mechanistic simulations of kelp populations in a dynamic landscape of light, temperature, and winter storms",2024,ECOLOGICAL MODELLING,10.1016/j.ecolmodel.2023.110590,KG_Construction
WOS:001135454400001,Heatwave exposure in relation to decreased sleep duration in older adults,2024,ENVIRONMENT INTERNATIONAL,10.1016/j.envint.2023.108348,KG_Construction
WOS:001135619200001,The influence of high-temperature frequency variation on the life-history traits of pyridaben-sensitive and -resistant strains of Tetranychus truncatus,2024,EXPERIMENTAL AND APPLIED ACAROLOGY,10.1007/s10493-023-00873-5,KG_Construction
